date, pm25, pm10, o3, no2, so2, co
2025/11/1, 62, 20, 36, 2, 1, 3
2025/11/2, 39, 13, 25, 1, 2, 3
2025/11/3, 21, 18, 24, 1, 2, 4
2025/11/4, 31, 11, 31, 2, 2, 4
2025/11/5, 22, 14, 29, 3, 3, 3
2025/11/6, 22, 25, 18, 1, 1, 3
2025/11/7, 35, 20, 16, 1, 2, 3
2025/11/8, 30, 16, 23, 3, 2, 3
2025/11/9, 28, 23, , 6, 1, 4
2025/11/10, 45, 30, 34, 7, 1, 5
2025/11/11, 56, 30, 33, 8, 1, 5
2025/11/12, 52, 29, 43, 6, 3, 6
2025/11/13, 57, 32, 42, 5, 3, 5
2025/11/14, 63, 23, 37, 4, 3, 4
2025/11/15, 43, 24, 30, 1, 2, 4
2025/11/16, 43, 29, 30, 2, 2, 3
2025/11/17, 49, 34, 46, 2, 3, 5
2025/11/18, 76, 19, 29, 3, 3, 5
2025/11/19, 59, 28, 33, 5, 2, 5
2025/11/20, 66, 29, 43, 3, 3, 3
2025/11/21, 60, 35, 52, 4, 2, 4
2025/11/22, 65, 30, 35, 6, 3, 4
2025/11/23, 65, 33, 41, 8, 2, 5
2025/11/24, 69, 43, 52, 5, 3, 4
2025/11/25, 96, 44, 56, 5, 1, 4
2025/11/26, 94, 45, 45, 5, 2, 4
2025/11/27, 91, 46, 48, 10, 2, 5
2025/11/28, 80, 48, 45, 9, 1, 5
2025/11/29, 73, , , , , 
2025/10/1, 35, 15, 22, 4, 1, 4
2025/10/2, 31, 17, 16, 4, 1, 3
2025/10/3, 24, 18, 22, 5, 1, 3
2025/10/4, 34, 16, 22, 3, 1, 4
2025/10/5, 33, 19, 19, 2, 1, 4
2025/10/6, 37, 20, 33, 1, 1, 4
2025/10/7, 26, 16, 24, 3, 1, 3
2025/10/8, 23, 21, 22, 2, 1, 3
2025/10/9, 36, 24, 20, 2, 1, 3
2025/10/10, 54, 31, 22, 3, 1, 4
2025/10/11, 51, 26, 18, 3, , 4
2025/10/12, 36, 18, 16, 2, , 4
2025/10/13, 23, 25, 20, 2, 2, 4
2025/10/14, 25, 25, 15, 2, 2, 4
2025/10/15, 30, 24, 23, 1, 1, 3
2025/10/16, 37, 22, 18, 1, 2, 3
2025/10/17, 42, 25, 28, 2, 1, 3
2025/10/18, 44, 27, 41, 2, 2, 4
2025/10/19, 56, 26, 36, 2, 1, 4
2025/10/20, 59, 17, 27, 2, 1, 4
2025/10/21, 33, 11, 22, 2, 1, 4
2025/10/22, 16, 8, 28, 2, 1, 4
2025/10/23, 15, 14, 34, 2, 2, 4
2025/10/24, 38, 21, 41, 3, 1, 4
2025/10/25, 52, 28, 42, 2, 2, 4
2025/10/26, 65, 17, 36, 2, 2, 4
2025/10/27, 42, 11, 44, 2, 2, 4
2025/10/28, 27, 19, 38, 2, 2, 4
2025/10/29, 33, 12, , 2, 2, 2
2025/10/30, 30, 19, 37, 2, 2, 3
2025/10/31, 40, 29, 38, 2, 2, 4
2025/7/1, 38, 16, 15, 2, 1, 4
2025/7/2, 23, 16, 18, 2, 1, 4
2025/7/3, 22, 18, 20, 4, , 4
2025/7/4, 22, 21, 22, 3, 1, 3
2025/7/5, 25, 18, 21, 3, 1, 3
2025/7/6, 27, 18, 23, 3, , 3
2025/7/7, 26, 26, 24, 3, 1, 4
2025/7/8, 41, 22, 21, 3, , 3
2025/7/9, 42, 26, 33, 1, 1, 3
2025/7/10, 46, 25, 20, 1, 1, 3
2025/7/11, 44, 22, 25, 2, 1, 2
2025/7/12, 36, 22, 23, 3, 1, 2
2025/7/13, 46, 22, 22, 3, 1, 2
2025/7/14, 55, 22, 26, 2, 1, 2
2025/7/15, 55, 19, 24, 2, 1, 2
2025/7/16, 44, 18, 22, 1, 1, 2
2025/7/17, 40, 19, 23, 2, 1, 3
2025/7/18, 36, 21, 26, 2, 1, 3
2025/7/19, 31, 17, 40, 4, 1, 3
2025/7/20, 23, 26, 28, 3, 1, 3
2025/7/21, 34, 40, 20, 3, 1, 3
2025/7/22, 37, 24, 19, 4, 1, 3
2025/7/23, 33, 16, 17, 3, 1, 4
2025/7/24, 27, 19, 17, 2, 1, 4
2025/7/25, 24, 20, 25, 4, 1, 3
2025/7/26, 43, 16, 21, 4, 1, 3
2025/7/27, 32, 14, 19, 2, 1, 3
2025/7/28, 24, 24, 20, 4, 2, 4
2025/7/29, 46, 19, 20, 2, 1, 3
2025/7/30, 52, 28, 25, 2, 1, 2
2025/7/31, 58, 36, 28, 1, 1, 2
2025/8/1, 60, 33, 34, 1, 1, 1
2025/8/2, 61, 32, 29, 1, 1, 1
2025/8/3, 61, 27, 28, 2, 1, 2
2025/8/4, 48, 30, 33, 3, 1, 3
2025/8/5, 59, 37, 29, 2, 1, 3
2025/8/6, 65, 29, 28, 3, 1, 3
2025/8/7, 56, 22, 23, 2, 1, 3
2025/8/8, 42, 23, 32, 3, 1, 3
2025/8/9, 54, 18, 24, 1, 1, 3
2025/8/10, 41, 18, 24, 1, 1, 3
2025/8/11, 39, 24, 23, 3, 1, 3
2025/8/12, 27, 17, 23, 3, 1, 3
2025/8/13, 29, 21, 25, 2, 1, 3
2025/8/14, 31, 13, 22, 1, 1, 3
2025/8/15, 21, 26, 9, 1, 1, 3
2025/8/16, 22, 10, 13, 2, , 4
2025/8/17, 16, 12, 15, 3, , 4
2025/8/18, 15, 17, 19, 3, 1, 3
2025/8/19, 23, 22, 23, 3, 1, 3
2025/8/20, 33, 19, 16, 3, 1, 3
2025/8/21, 31, 13, 14, 2, 1, 3
2025/8/22, 19, 13, 20, 2, 1, 3
2025/8/23, 20, 15, 17, 2, 1, 4
2025/8/24, 17, 27, 23, , 1, 7
2025/8/25, 27, 29, 21, 1, 1, 10
2025/8/26, 46, 12, 20, 1, 1, 4
2025/8/27, 19, 15, 13, 2, 1, 2
2025/8/28, 18, 17, 5, 3, 1, 3
2025/8/29, 20, 20, 19, , 1, 2
2025/8/30, 20, 15, 22, 1, 2, 3
2025/8/31, 23, 16, 21, 1, 1, 3
2025/9/1, 28, 17, 19, 2, 1, 3
2025/9/2, 26, 14, 17, 1, 1, 3
2025/9/3, 18, 14, 20, 3, 1, 2
2025/9/4, 24, 16, 21, 4, 1, 5
2025/9/5, 34, 12, 16, 3, 1, 6
2025/9/6, 29, 22, 2, 6, 1, 3
2025/9/7, 42, 19, 22, 4, 1, 3
2025/9/8, 33, 17, 20, 4, 1, 3
2025/9/9, 36, 20, 18, 5, 1, 4
2025/9/10, 42, 18, 19, 2, 1, 3
2025/9/11, 39, 18, 17, 2, 1, 4
2025/9/12, 36, 23, 15, 1, 1, 3
2025/9/13, 30, 11, 12, 2, 1, 3
2025/9/14, 27, 19, 17, 2, 1, 5
2025/9/15, 47, 19, 30, 2, , 3
2025/9/16, 30, 32, 16, 3, 1, 4
2025/9/17, 22, 14, 13, 1, 1, 3
2025/9/18, 20, 14, 19, 3, 1, 3
2025/9/19, 22, 17, 7, 4, 6, 3
2025/9/20, 34, 20, 25, 3, 6, 3
2025/9/21, 40, 16, 17, 3, 2, 3
2025/9/22, 32, 22, 28, 2, 2, 4
2025/9/23, 55, 27, 35, 3, 1, 4
2025/9/24, 56, 26, 40, 4, 1, 4
2025/9/25, 53, 15, 21, 2, 1, 3
2025/9/26, 20, 16, 15, 1, 1, 3
2025/9/27, 32, 27, 21, , , 3
2025/9/28, 33, 35, 18, 1, 1, 3
2025/9/29, 57, 25, 17, 2, 1, 3
2025/9/30, 42, 15, 17, 3, 1, 3
2025/4/1, 24, 17, 47, 4, 1, 7
2025/4/2, 42, 26, 49, 4, 1, 4
2025/4/3, 61, 28, 49, 3, 2, 2
2025/4/4, 59, 30, 38, 4, 2, 3
2025/4/5, 73, 22, 37, 3, 1, 3
2025/4/6, 55, 25, 40, 3, 2, 3
2025/4/7, 58, 25, 41, 3, 1, 3
2025/4/8, 60, 25, , 3, 1, 4
2025/4/9, 64, 24, , 3, 1, 3
2025/4/10, 56, 24, 16, 3, 1, 2
2025/4/11, 59, 22, 20, 2, 1, 1
2025/4/12, 57, 30, 29, 2, 1, 3
2025/4/13, 60, 95, 41, 2, 1, 2
2025/4/14, 128, 100, , 5, 1, 5
2025/4/15, 136, 97, 48, 4, 2, 4
2025/4/16, 132, 80, 23, 3, 1, 3
2025/4/17, 109, 37, 18, 2, 1, 1
2025/4/18, 68, 22, 17, 2, 1, 2
2025/4/19, 54, 19, 16, 2, 1, 1
2025/4/20, 50, 20, , 3, 1, 1
2025/4/21, 51, 20, , 2, 1, 1
2025/4/22, 49, 19, 19, 3, 1, 2
2025/4/23, 47, 20, , 2, 1, 1
2025/4/24, 42, 20, , 2, 1, 1
2025/4/25, 47, 18, , 3, 1, 1
2025/4/26, 41, 12, , 1, 1, 1
2025/4/27, 28, 17, 25, 3, 1, 1
2025/4/28, 49, 17, 29, 3, 2, 2
2025/4/29, 42, 20, 26, 1, 1, 3
2025/4/30, 54, 23, 27, 2, 1, 2
2025/5/1, 55, 19, , 2, 1, 3
2025/5/2, 45, 23, , 2, 1, 2
2025/5/3, 56, 20, , 2, 1, 2
2025/5/4, 45, 15, 14, 1, 1, 2
2025/5/5, 38, 17, 10, 1, 1, 1
2025/5/6, 39, 19, , 3, 1, 1
2025/5/7, 48, 15, 23, 2, 1, 1
2025/5/8, 41, 22, , 1, 1, 2
2025/5/9, 58, 20, 37, 3, 1, 2
2025/5/10, 44, 13, , 2, 1, 3
2025/5/11, 39, 22, , 2, 1, 3
2025/5/12, 46, 17, , 1, 1, 2
2025/5/13, 38, 12, 27, 2, 2, 2
2025/5/14, 24, 13, 22, 3, 2, 2
2025/5/15, 28, 12, 19, 2, 1, 4
2025/5/16, 21, 14, 19, 2, 1, 4
2025/5/17, 42, 16, 20, 2, , 4
2025/5/18, 46, 13, 17, 1, , 3
2025/5/19, 33, 12, 17, , , 3
2025/5/20, 41, 15, 15, 1, 1, 3
2025/5/21, 40, 12, 17, 2, 1, 3
2025/5/22, 29, 13, 16, 2, 1, 3
2025/5/23, 20, 10, 15, 1, 1, 3
2025/5/24, 20, 15, 20, 2, 1, 3
2025/5/25, 38, 17, , 1, 1, 3
2025/5/26, 47, 10, 27, 1, , 5
2025/5/27, 32, 15, 24, 1, 1, 3
2025/5/28, 39, 14, 16, 2, 1, 4
2025/5/29, 35, 19, 4, 3, 1, 4
2025/5/30, 34, 15, 25, 1, 1, 3
2025/5/31, 43, 19, 21, , 1, 2
2025/6/1, 45, 19, 26, 1, 1, 2
2025/6/2, 42, 15, 32, , 1, 3
2025/6/3, 37, 20, 26, 1, 1, 3
2025/6/4, 50, 16, 23, 2, 1, 3
2025/6/5, 39, 16, 21, 2, 1, 3
2025/6/6, 35, 14, 24, 1, 1, 3
2025/6/7, 42, 21, 25, 1, 1, 2
2025/6/8, 53, 22, 27, 3, 1, 4
2025/6/9, 53, 26, , 3, 1, 4
2025/6/10, 51, 21, 20, 3, , 4
2025/6/11, 41, 11, 24, , , 4
2025/6/12, 20, 21, 25, , 1, 3
2025/6/13, 35, 19, 24, 1, 1, 3
2025/6/14, 35, 20, 28, 2, 1, 3
2025/6/15, 51, 23, 28, 3, 1, 3
2025/6/16, 57, 22, 24, 1, 1, 3
2025/6/17, 56, 18, 21, 2, 1, 3
2025/6/18, 49, 16, 21, 3, 1, 2
2025/6/19, 40, 18, 25, 3, 1, 3
2025/6/20, 39, 15, 25, 2, 1, 2
2025/6/21, 31, 14, 22, 2, 1, 2
2025/6/22, 27, 14, 20, 3, 2, 2
2025/6/23, 30, 15, 22, 2, 1, 3
2025/6/24, 26, 13, 20, 2, 1, 2
2025/6/25, 19, 15, 22, 2, 1, 3
2025/6/26, 19, 17, 20, 3, 1, 3
2025/6/27, 30, 13, 24, 3, 1, 3
2025/6/28, 23, 19, 19, 4, , 4
2025/6/29, 32, 24, 17, 5, 1, 4
2025/6/30, 38, 21, 15, 3, , 3
2025/1/1, 95, 38, , 5, 1, 4
2025/1/2, 84, 40, 31, 5, 2, 4
2025/1/3, 86, 41, 33, 3, 1, 3
2025/1/4, 73, 43, , 6, 2, 4
2025/1/5, 94, 48, 85, 5, 2, 5
2025/1/6, 108, 38, , 5, 1, 4
2025/1/7, 78, 35, 42, 3, 1, 3
2025/1/8, 63, 37, , 2, 1, 3
2025/1/9, 66, 53, , 4, 1, 6
2025/1/10, 111, 40, , 4, 1, 5
2025/1/11, 83, 42, 44, 5, 2, 4
2025/1/12, 80, 34, 37, 5, 2, 3
2025/1/13, 60, 18, 36, 4, 3, 5
2025/1/14, 42, 14, 51, 3, 2, 3
2025/1/15, 42, 44, , 4, 2, 3
2025/1/16, 90, 52, 63, 5, 2, 5
2025/1/17, 103, 44, , 4, 1, 4
2025/1/18, 83, 38, , 4, 1, 4
2025/1/19, 77, 37, 61, 4, 1, 2
2025/1/20, 85, 32, 45, 3, , 3
2025/1/21, 66, 31, 40, 3, , 2
2025/1/22, 66, 31, 33, 4, 1, 3
2025/1/23, 66, 27, 32, 2, 1, 2
2025/1/24, 57, 22, 32, 1, 1, 3
2025/1/25, 48, 20, 34, 1, 1, 4
2025/1/26, 50, 16, , 2, 1, 5
2025/1/27, 44, 33, 38, 1, 1, 3
2025/1/28, 60, 35, 42, 1, 1, 3
2025/1/29, 76, 31, 37, 1, 1, 2
2025/1/30, 62, 23, 31, 1, 1, 1
2025/1/31, 44, 17, 26, 1, 1, 1
2025/2/1, 37, 15, 26, 1, 1, 3
2025/2/2, 39, 24, 29, 1, , 3
2025/2/3, 50, 12, 26, 2, 1, 7
2025/2/4, 38, 20, 36, 1, 1, 4
2025/2/5, 51, 28, 37, 1, 1, 4
2025/2/6, 64, 26, 35, 2, 1, 4
2025/2/7, 60, 11, 17, 1, 1, 4
2025/2/8, 35, 25, 42, 2, 2, 3
2025/2/9, 52, 32, 39, 2, 2, 3
2025/2/10, 64, 22, 33, 2, 1, 3
2025/2/11, 49, 20, 33, 4, 1, 2
2025/2/12, 49, 16, 27, 2, 2, 3
2025/2/13, 51, 11, 29, 4, 1, 4
2025/2/14, 30, 10, 25, 1, 1, 2
2025/2/15, 27, 13, 26, 1, 1, 1
2025/2/16, 32, 20, 43, 1, , 2
2025/2/17, 43, 32, 47, 1, 1, 3
2025/2/18, 66, 40, 46, 1, 1, 2
2025/2/19, 77, 30, 36, 1, , 2
2025/2/20, 58, 31, 39, 2, 1, 2
2025/2/21, 59, 17, 35, 2, 1, 2
2025/2/22, 39, 13, 31, 6, 2, 2
2025/2/23, 27, 11, 32, 5, 2, 3
2025/2/24, 23, 11, 38, 3, 2, 2
2025/2/25, 24, 23, 38, 8, 2, 2
2025/2/26, 49, 29, 37, 3, 1, 2
2025/2/27, 61, 25, 30, 2, 2, 2
2025/2/28, 53, 21, 26, 2, 2, 3
2025/3/1, 50, 19, 21, 2, 1, 2
2025/3/2, 43, 17, 18, 2, 1, 2
2025/3/3, 45, 15, 18, 1, 3, 3
2025/3/4, 37, 18, 18, 2, 2, 2
2025/3/5, 46, 15, 28, 3, 1, 3
2025/3/6, 38, 12, 35, 5, 1, 6
2025/3/7, 23, 16, 36, 3, 2, 5
2025/3/8, 30, 24, , 1, 1, 4
2025/3/9, 55, 21, 35, 1, 1, 2
2025/3/10, 52, 24, 20, 1, 1, 3
2025/3/11, 54, 22, 21, 1, 1, 2
2025/3/12, 49, 18, 19, 3, 1, 3
2025/3/13, 44, 17, 17, 2, 1, 2
2025/3/14, 42, 16, 12, 2, 2, 1
2025/3/15, 45, 15, , 2, 1, 2
2025/3/16, 38, 12, , 2, 1, 3
2025/3/17, 31, 14, 33, 2, 1, 3
2025/3/18, 33, 15, 39, 2, 1, 3
2025/3/19, 50, 30, 65, 2, 1, 3
2025/3/20, 77, 36, 72, 3, 2, 2
2025/3/21, 76, 35, , 3, 1, 2
2025/3/22, 73, 31, , 2, 1, 2
2025/3/23, 59, 30, 36, 2, 1, 3
2025/3/24, 60, 31, 24, 4, 1, 3
2025/3/25, 63, 23, 32, 2, 1, 2
2025/3/26, 49, 27, 17, 2, 1, 3
2025/3/27, 60, 18, 15, 1, 1, 2
2025/3/28, 47, 21, 20, 1, 1, 2
2025/3/29, 53, 16, 35, 2, 1, 4
2025/3/30, 30, 17, 36, 4, 1, 5
2025/3/31, 31, 11, 20, 4, 1, 7
2024/10/1, 39, 28, , 3, 1, 3
2024/10/2, 57, 29, , 2, 2, 3
2024/10/3, 56, 35, , 3, 2, 3
2024/10/4, 65, 34, , 4, 2, 3
2024/10/5, 67, 29, , 5, 2, 4
2024/10/6, 65, 15, , 1, 1, 2
2024/10/7, 38, 38, , 3, 2, 3
2024/10/8, 83, 46, , 4, 2, 4
2024/10/9, 112, 38, , 3, 2, 4
2024/10/10, 94, 27, , 3, 1, 4
2024/10/11, 62, 27, , 1, 2, 3
2024/10/12, 59, 23, 18, 1, 2, 4
2024/10/13, 54, 16, 27, 2, 1, 3
2024/10/14, 34, 13, , 2, 1, 1
2024/10/15, 24, 10, , 1, 2, 1
2024/10/16, 22, 11, , 2, 1, 1
2024/10/17, 21, 12, , 1, 1, 1
2024/10/18, 28, 16, , 1, 2, 2
2024/10/19, 30, 18, , 5, 2, 3
2024/10/20, 36, 19, 19, 1, 2, 2
2024/10/21, 36, 22, , 2, 1, 3
2024/10/22, 54, 31, , 6, 1, 5
2024/10/23, 68, 27, , 5, 1, 4
2024/10/24, 56, 33, , 5, 1, 4
2024/10/25, 67, 27, , 4, 1, 4
2024/10/26, 53, 19, , , 1, 4
2024/10/27, 41, 10, , , 1, 4
2024/10/28, 31, 7, , 1, 1, 3
2024/10/29, 16, 8, , 1, 1, 3
2024/10/30, 30, 23, , 5, 1, 4
2024/10/31, 61, 31, , 6, 1, 3
2024/11/1, 68, 36, , 4, 1, 4
2024/11/2, 80, 18, , 5, , 3
2024/11/3, 47, 13, , 2, , 2
2024/11/4, 26, 27, , 2, , 3
2024/11/5, 65, 30, , 3, 1, 3
2024/11/6, 69, 24, , 2, , 2
2024/11/7, 66, 36, , 4, 1, 3
2024/11/8, 73, 41, , 6, 1, 4
2024/11/9, 84, 33, , 5, 1, 3
2024/11/10, 73, 19, , 3, 1, 2
2024/11/11, 46, 20, , 2, , 2
2024/11/12, 49, 26, , 4, 1, 3
2024/11/13, 60, 27, 37, 4, 1, 2
2024/11/14, 56, 22, , 5, 1, 2
2024/11/15, 54, 23, , 5, 1, 3
2024/11/16, 60, 21, , 5, , 3
2024/11/17, 51, 17, , 2, 1, 2
2024/11/18, 32, 19, , 3, 1, 3
2024/11/19, 45, 10, , 5, 1, 3
2024/11/20, 17, 13, , 3, 1, 2
2024/11/21, 19, 12, , 1, 1, 3
2024/11/22, 35, 13, , 1, 1, 4
2024/11/23, 31, 10, , 1, 1, 3
2024/11/24, 19, 17, , 1, 1, 2
2024/11/25, 47, 17, , 2, 1, 3
2024/11/26, 38, 18, , 2, 1, 3
2024/11/27, 43, 29, , 3, 2, 3
2024/11/28, 57, 35, , 4, 2, 3
2024/11/29, 61, 32, , 3, 2, 3
2024/11/30, 53, 35, , 5, 1, 4
2024/12/1, 59, 29, , 2, 1, 3
2024/12/2, 51, 25, , 1, 1, 3
2024/12/3, 46, 22, 36, 2, 1, 3
2024/12/4, 50, 26, , 3, 1, 4
2024/12/5, 60, 29, 35, 1, 1, 2
2024/12/6, 57, 31, 51, 2, 1, 2
2024/12/7, 66, 36, 42, 6, 1, 3
2024/12/8, 81, 23, , 2, , 3
2024/12/9, 51, 25, , 2, 1, 2
2024/12/10, 45, 16, 28, 2, 1, 1
2024/12/11, 31, 18, 37, 2, 1, 3
2024/12/12, 42, 12, , 3, 1, 5
2024/12/13, 37, 21, 33, 3, 1, 5
2024/12/14, 59, 42, 33, 4, 1, 5
2024/12/15, 95, 37, 50, 5, 2, 5
2024/12/16, 79, 32, 39, 3, 2, 5
2024/12/17, 68, 34, 36, 4, 1, 5
2024/12/18, 77, 38, 35, 4, 1, 2
2024/12/19, 75, 38, 29, 4, 1, 3
2024/12/20, 78, 38, 53, 5, 1, 3
2024/12/21, 81, 37, 50, 5, 1, 2
2024/12/22, 79, 24, 42, 4, 1, 2
2024/12/23, 57, 30, 38, 5, 1, 2
2024/12/24, 72, 29, , 6, 1, 3
2024/12/25, 60, 14, , 5, 1, 3
2024/12/26, 27, 15, , 5, 1, 4
2024/12/27, 36, 31, , 5, 1, 6
2024/12/28, 80, 45, 54, 4, 1, 5
2024/12/29, 93, , , , , 
2024/7/1, 35, 19, , 1, 1, 3
2024/7/2, 44, 17, , 2, 1, 2
2024/7/3, 36, 12, , 1, 1, 2
2024/7/4, 22, 11, , 2, 1, 2
2024/7/5, 15, 13, , 2, 1, 2
2024/7/6, 27, 13, , 2, 1, 2
2024/7/7, 30, 16, , 3, 1, 2
2024/7/8, 24, 18, , 3, 1, 3
2024/7/9, 34, 17, , 3, 1, 3
2024/7/10, 43, 15, , 3, 1, 3
2024/7/11, 32, 13, , 3, 1, 2
2024/7/12, 28, 23, , 3, 1, 2
2024/7/13, 28, 13, , 1, 1, 3
2024/7/14, 31, 21, , 1, 1, 3
2024/7/15, 25, 13, , 1, , 3
2024/7/16, 28, 14, , 2, 1, 2
2024/7/17, 23, 17, , 2, 1, 3
2024/7/18, 35, 17, , 2, 1, 3
2024/7/19, 28, 12, , 2, 1, 2
2024/7/20, 23, 11, , 4, 1, 2
2024/7/21, 18, 13, , 1, 1, 2
2024/7/22, 19, 19, , 5, 1, 2
2024/7/23, 32, 22, , 2, 1, 2
2024/7/24, 43, 19, , 2, 1, 2
2024/7/25, 34, 23, , 2, 1, 2
2024/7/26, 34, 20, , 3, 1, 2
2024/7/27, 39, 19, , 5, 1, 2
2024/7/28, 39, 14, , 5, 1, 2
2024/7/29, 26, 16, , 5, 1, 3
2024/7/30, 33, 19, , 4, 1, 3
2024/7/31, 37, 17, 7, 3, 1, 2
2024/8/1, 35, 16, 9, 3, 1, 1
2024/8/2, 34, 16, 16, 3, 1, 1
2024/8/3, 40, 18, , 2, 1, 2
2024/8/4, 45, 18, , 3, 1, 2
2024/8/5, 49, 17, , 3, 1, 2
2024/8/6, 46, 16, , 2, 1, 2
2024/8/7, 41, 16, , 2, 1, 2
2024/8/8, 38, 15, , 2, 1, 1
2024/8/9, 41, 18, , 3, 1, 2
2024/8/10, 44, 21, , 3, 1, 2
2024/8/11, 48, 21, 7, 3, 1, 2
2024/8/12, 45, 17, 4, 2, 1, 2
2024/8/13, 36, 15, , 4, 1, 3
2024/8/14, 31, 20, , 4, 1, 3
2024/8/15, 35, 16, , 4, 1, 2
2024/8/16, 35, 18, , 3, 1, 2
2024/8/17, 40, 21, , 3, 1, 1
2024/8/18, 52, 21, , 3, 1, 1
2024/8/19, 51, 17, , 3, 1, 1
2024/8/20, 37, 24, , 3, 1, 1
2024/8/21, 53, 23, , 2, 1, 1
2024/8/22, 48, 16, , 2, 1, 1
2024/8/23, 42, 15, , 3, 1, 2
2024/8/24, 35, 16, , 3, 1, 1
2024/8/25, 30, 16, , 3, 1, 1
2024/8/26, 34, 16, , 2, 1, 1
2024/8/27, 35, 18, , 4, 1, 2
2024/8/28, 47, 22, , 4, 1, 2
2024/8/29, 38, 17, , 2, 1, 1
2024/8/30, 34, 15, , 3, 1, 2
2024/8/31, 25, 12, , 2, 1, 1
2024/9/1, 28, 14, , 3, 1, 1
2024/9/2, 28, 14, , 3, 1, 2
2024/9/3, 30, 19, , 4, 1, 3
2024/9/4, 35, 26, , 3, 1, 2
2024/9/5, 53, 19, , 1, 1, 2
2024/9/6, 28, 31, , 2, 1, 3
2024/9/7, 32, 24, , 2, 1, 2
2024/9/8, 50, 22, , 2, 1, 2
2024/9/9, 50, 18, , 2, 1, 3
2024/9/10, 30, 16, , 3, 1, 3
2024/9/11, 26, 16, , 3, 1, 2
2024/9/12, 19, 12, , 2, 1, 2
2024/9/13, 21, 12, , 2, 1, 1
2024/9/14, 23, 16, , 3, 1, 2
2024/9/15, 32, 18, , 2, 1, 1
2024/9/16, 39, 16, , 2, 1, 2
2024/9/17, 37, 17, , 1, 1, 1
2024/9/18, 26, 9, , 1, 1, 2
2024/9/19, 21, 12, , 1, 1, 1
2024/9/20, 22, 15, , 3, 1, 2
2024/9/21, 29, 10, , 2, , 2
2024/9/22, 25, 10, , 2, , 2
2024/9/23, 25, 8, , 1, 1, 3
2024/9/24, 19, 15, , 3, 1, 3
2024/9/25, 34, 13, , 4, 1, 2
2024/9/26, 36, 14, , 3, 1, 2
2024/9/27, 36, 14, , 3, 1, 2
2024/9/28, 37, 12, , 3, 1, 1
2024/9/29, 31, 13, , 3, 1, 1
2024/9/30, 39, 16, , 4, 1, 1
2024/4/1, 54, 27, 18, 2, 1, 2
2024/4/2, 57, 29, 17, 1, , 2
2024/4/3, 49, 24, 16, 1, , 2
2024/4/4, 45, 20, 21, 1, 1, 2
2024/4/5, 36, 25, 21, 1, 1, 2
2024/4/6, 58, 25, 19, 1, 1, 2
2024/4/7, 64, 21, 17, 3, 1, 2
2024/4/8, 50, 32, , 5, 1, 2
2024/4/9, 70, 30, , 2, 1, 3
2024/4/10, 70, 25, , 2, 1, 3
2024/4/11, 61, 33, , 2, 1, 2
2024/4/12, 68, 28, , 2, 1, 1
2024/4/13, 65, 26, , 2, 1, 1
2024/4/14, 59, 25, , 2, 1, 1
2024/4/15, 62, 21, 20, 2, 1, 1
2024/4/16, 51, 23, 22, 2, 1, 1
2024/4/17, 58, 22, , 2, 1, 2
2024/4/18, 52, 23, , 2, 1, 2
2024/4/19, 58, 22, 20, 1, 1, 2
2024/4/20, 45, 22, , 1, 1, 3
2024/4/21, 47, 20, 21, 2, 1, 2
2024/4/22, 36, 21, 19, 2, 1, 2
2024/4/23, 42, 22, 22, 2, 1, 2
2024/4/24, 55, 18, 17, 1, 1, 2
2024/4/25, 46, 26, 26, 4, 1, 2
2024/4/26, 52, 31, 33, 2, , 2
2024/4/27, 62, 25, 19, 1, 1, 3
2024/4/28, 47, 23, 23, 1, 1, 3
2024/4/29, 45, 25, 24, 2, 1, 3
2024/4/30, 42, 27, 22, 1, 1, 2
2024/5/1, 50, 17, 23, 2, 1, 2
2024/5/2, 34, 17, 18, 3, 1, 2
2024/5/3, 41, 19, 26, 3, , 2
2024/5/4, 51, 23, 25, 2, , 2
2024/5/5, 55, 22, 22, 2, , 1
2024/5/6, 58, 15, 14, 2, , 1
2024/5/7, 39, 20, 22, 2, , 1
2024/5/8, 53, 22, 34, 1, 1, 2
2024/5/9, 55, 24, 33, 1, 2, 3
2024/5/10, 53, 21, 20, 1, 1, 2
2024/5/11, 50, 20, , 2, 1, 2
2024/5/12, 52, 19, , 2, 1, 2
2024/5/13, 47, 13, , 2, 1, 2
2024/5/14, 35, 16, , 1, 1, 3
2024/5/15, 31, 22, , 1, 1, 2
2024/5/16, 40, 20, , 1, 1, 2
2024/5/17, 42, 12, , 2, 2, 2
2024/5/18, 29, 15, , 2, 1, 1
2024/5/19, 34, 17, 31, 4, 1, 3
2024/5/20, 45, 16, 38, 3, 1, 4
2024/5/21, 34, 9, 33, 2, 1, 2
2024/5/22, 23, 17, 32, 2, 1, 3
2024/5/23, 21, 11, 25, 2, 1, 2
2024/5/24, 39, 9, 20, 1, 1, 2
2024/5/25, 19, 15, 15, 1, , 2
2024/5/26, 36, 20, , 2, , 2
2024/5/27, 50, 20, , 4, 1, 3
2024/5/28, 50, 23, 25, 5, 1, 3
2024/5/29, 54, 20, 15, 3, 1, 2
2024/5/30, 49, 16, , 2, , 2
2024/5/31, 30, 13, 8, 4, , 3
2024/6/1, 25, 16, 26, 2, , 2
2024/6/2, 28, 16, 34, 3, , 3
2024/6/3, 32, 22, , 4, , 3
2024/6/4, 45, 26, , 3, , 2
2024/6/5, 56, 20, , 3, , 2
